time,magnitude,longitude,latitude,depth_km,id,is_synthetic,sample_weight,method,log_energy,datetime,year,rupture_length_km,rupture_width_km,rupture_area_km2,segment_id,avg_slip_m,strike,dip,rake,cv_fold,mag_range
2025-04-30 09:07:05,3.3,28.3108,40.8643,20.4,EQ_000059,0,1.0,real,9.75,2025-04-30 09:07:05,2025,,,,,,,,,6,"(3.0, 4.0]"
2025-04-30 09:48:55,2.0,28.4105,40.8622,21.0,EQ_000060,0,1.0,real,7.8,2025-04-30 09:48:55,2025,,,,,,,,,6,
2025-04-30 22:48:46,2.6,28.6252,40.7285,6.1,EQ_000061,0,1.0,real,8.7,2025-04-30 22:48:46,2025,,,,,,,,,6,
2025-04-29 03:47:34,2.5,28.7122,40.8543,7.0,EQ_000062,0,1.0,real,8.55,2025-04-29 03:47:34,2025,,,,,,,,,6,
2025-04-29 04:31:03,2.2,28.1618,40.843,16.6,EQ_000063,0,1.0,real,8.1,2025-04-29 04:31:03,2025,,,,,,,,,6,
2025-04-29 09:28:28,2.2,27.677,39.9642,9.2,EQ_000064,0,1.0,real,8.1,2025-04-29 09:28:28,2025,,,,,,,,,6,
2025-04-29 09:34:38,2.3,28.4063,40.8658,5.4,EQ_000065,0,1.0,real,8.25,2025-04-29 09:34:38,2025,,,,,,,,,6,
2025-04-29 13:20:19,2.1,28.3658,40.8532,9.9,EQ_000066,0,1.0,real,7.95,2025-04-29 13:20:19,2025,,,,,,,,,6,
2025-04-29 17:56:22,2.2,28.2652,40.8437,16.3,EQ_000067,0,1.0,real,8.1,2025-04-29 17:56:22,2025,,,,,,,,,6,
2025-04-29 17:59:27,3.1,28.1937,40.8373,13.3,EQ_000068,0,1.0,real,9.45,2025-04-29 17:59:27,2025,,,,,,,,,6,"(3.0, 4.0]"
2025-04-29 18:00:41,2.3,28.1693,40.8672,14.7,EQ_000069,0,1.0,real,8.25,2025-04-29 18:00:41,2025,,,,,,,,,6,
2025-04-29 23:48:31,2.3,28.3357,40.8438,12.5,EQ_000070,0,1.0,real,8.25,2025-04-29 23:48:31,2025,,,,,,,,,6,
2025-04-28 04:24:11,3.3,28.2885,40.8432,12.2,EQ_000071,0,1.0,real,9.75,2025-04-28 04:24:11,2025,,,,,,,,,6,"(3.0, 4.0]"
2025-04-28 05:34:33,2.9,28.2842,40.8267,15.4,EQ_000072,0,1.0,real,9.15,2025-04-28 05:34:33,2025,,,,,,,,,6,
2025-04-28 09:45:46,2.1,28.2745,40.8243,5.0,EQ_000073,0,1.0,real,7.95,2025-04-28 09:45:46,2025,,,,,,,,,6,
2025-04-28 09:49:55,2.2,28.323,40.8462,19.2,EQ_000074,0,1.0,real,8.1,2025-04-28 09:49:55,2025,,,,,,,,,6,
2025-04-28 11:06:33,2.0,28.7778,39.8943,0.0,EQ_000075,0,1.0,real,7.8,2025-04-28 11:06:33,2025,,,,,,,,,6,
2025-04-28 11:32:49,2.0,28.339,40.846,5.3,EQ_000076,0,1.0,real,7.8,2025-04-28 11:32:49,2025,,,,,,,,,6,
2025-04-28 12:58:29,3.6,28.264,40.8268,3.8,EQ_000077,0,1.0,real,10.2,2025-04-28 12:58:29,2025,,,,,,,,,6,"(3.0, 4.0]"
2025-04-28 19:34:53,2.6,28.2912,40.8425,12.7,EQ_000078,0,1.0,real,8.7,2025-04-28 19:34:53,2025,,,,,,,,,6,
2025-04-28 21:47:41,2.1,28.7028,40.8717,15.5,EQ_000079,0,1.0,real,7.95,2025-04-28 21:47:41,2025,,,,,,,,,6,
2025-04-28 22:03:07,2.8,28.7208,40.8567,9.7,EQ_000080,0,1.0,real,9.0,2025-04-28 22:03:07,2025,,,,,,,,,6,
2025-04-28 22:04:59,2.3,28.2975,40.8343,5.1,EQ_000081,0,1.0,real,8.25,2025-04-28 22:04:59,2025,,,,,,,,,6,
2025-04-28 22:33:48,2.4,28.1372,40.8158,11.9,EQ_000082,0,1.0,real,8.399999999999999,2025-04-28 22:33:48,2025,,,,,,,,,6,
2025-04-28 23:47:31,2.8,28.435,40.8527,13.3,EQ_000083,0,1.0,real,9.0,2025-04-28 23:47:31,2025,,,,,,,,,6,
2025-04-27 00:30:45,2.1,28.3393,40.846,6.6,EQ_000084,0,1.0,real,7.95,2025-04-27 00:30:45,2025,,,,,,,,,6,
2025-04-27 00:35:34,2.6,28.2882,40.8417,16.1,EQ_000085,0,1.0,real,8.7,2025-04-27 00:35:34,2025,,,,,,,,,6,
2025-04-27 10:55:20,2.1,28.3853,40.8553,9.8,EQ_000086,0,1.0,real,7.95,2025-04-27 10:55:20,2025,,,,,,,,,6,
2025-04-27 11:11:52,2.7,28.2702,40.8382,8.4,EQ_000087,0,1.0,real,8.850000000000001,2025-04-27 11:11:52,2025,,,,,,,,,6,
2025-04-27 12:48:43,3.5,28.4082,40.8425,7.3,EQ_000088,0,1.0,real,10.05,2025-04-27 12:48:43,2025,,,,,,,,,6,"(3.0, 4.0]"
2025-04-27 12:50:56,3.1,28.3898,40.8525,5.3,EQ_000089,0,1.0,real,9.45,2025-04-27 12:50:56,2025,,,,,,,,,6,"(3.0, 4.0]"
2025-04-27 13:42:33,2.7,28.3848,40.8373,7.7,EQ_000090,0,1.0,real,8.850000000000001,2025-04-27 13:42:33,2025,,,,,,,,,6,
2025-04-27 13:44:32,3.5,28.3788,40.8472,13.6,EQ_000091,0,1.0,real,10.05,2025-04-27 13:44:32,2025,,,,,,,,,6,"(3.0, 4.0]"
2025-04-27 13:54:59,2.2,26.0227,40.619,5.3,EQ_000092,0,1.0,real,8.1,2025-04-27 13:54:59,2025,,,,,,,,,6,
2025-04-27 14:14:02,2.0,28.3712,40.8618,15.9,EQ_000093,0,1.0,real,7.8,2025-04-27 14:14:02,2025,,,,,,,,,6,
2025-04-27 14:45:00,2.3,28.4045,40.8563,13.3,EQ_000094,0,1.0,real,8.25,2025-04-27 14:45:00,2025,,,,,,,,,6,
2025-04-27 14:49:08,2.7,28.3775,40.853,5.3,EQ_000095,0,1.0,real,8.850000000000001,2025-04-27 14:49:08,2025,,,,,,,,,6,
2025-04-27 17:34:29,2.0,28.3418,40.867,21.8,EQ_000096,0,1.0,real,7.8,2025-04-27 17:34:29,2025,,,,,,,,,6,
2025-04-27 18:55:28,3.1,28.4083,40.8617,15.4,EQ_000097,0,1.0,real,9.45,2025-04-27 18:55:28,2025,,,,,,,,,6,"(3.0, 4.0]"
2025-04-27 19:44:54,2.6,28.3988,40.8505,12.6,EQ_000098,0,1.0,real,8.7,2025-04-27 19:44:54,2025,,,,,,,,,6,
2025-04-27 21:24:54,2.6,28.737,40.0765,9.7,EQ_000099,0,1.0,real,8.7,2025-04-27 21:24:54,2025,,,,,,,,,6,
2025-04-27 21:27:14,2.3,28.461,40.864,11.5,EQ_000100,0,1.0,real,8.25,2025-04-27 21:27:14,2025,,,,,,,,,6,
2025-04-27 22:43:40,3.5,28.3748,40.8512,14.0,EQ_000101,0,1.0,real,10.05,2025-04-27 22:43:40,2025,,,,,,,,,6,"(3.0, 4.0]"
2025-04-27 22:58:33,2.0,28.3787,40.84,9.6,EQ_000102,0,1.0,real,7.8,2025-04-27 22:58:33,2025,,,,,,,,,6,
2025-04-27 23:17:26,2.7,28.4122,40.8578,13.2,EQ_000103,0,1.0,real,8.850000000000001,2025-04-27 23:17:26,2025,,,,,,,,,6,
2025-04-27 23:32:16,2.3,27.8718,40.3403,13.4,EQ_000104,0,1.0,real,8.25,2025-04-27 23:32:16,2025,,,,,,,,,6,
2025-04-26 00:15:07,2.7,28.3048,40.839,12.2,EQ_000105,0,1.0,real,8.850000000000001,2025-04-26 00:15:07,2025,,,,,,,,,6,
2025-04-26 02:53:13,2.6,28.2933,40.8452,15.6,EQ_000106,0,1.0,real,8.7,2025-04-26 02:53:13,2025,,,,,,,,,6,
2025-04-26 03:47:13,3.3,28.4142,40.8635,12.3,EQ_000107,0,1.0,real,9.75,2025-04-26 03:47:13,2025,,,,,,,,,6,"(3.0, 4.0]"
2025-04-26 04:07:43,2.0,28.3332,40.8495,14.3,EQ_000108,0,1.0,real,7.8,2025-04-26 04:07:43,2025,,,,,,,,,6,
2025-04-26 04:43:48,2.4,28.804,40.4272,6.8,EQ_000109,0,1.0,real,8.399999999999999,2025-04-26 04:43:48,2025,,,,,,,,,6,
2025-04-26 05:03:00,2.0,28.4425,40.8518,5.3,EQ_000110,0,1.0,real,7.8,2025-04-26 05:03:00,2025,,,,,,,,,6,
2025-04-26 05:24:59,2.8,28.451,40.8535,5.7,EQ_000111,0,1.0,real,9.0,2025-04-26 05:24:59,2025,,,,,,,,,6,
2025-04-26 05:48:36,2.0,28.3377,40.8532,13.7,EQ_000112,0,1.0,real,7.8,2025-04-26 05:48:36,2025,,,,,,,,,6,
2025-04-26 08:09:45,3.1,28.1853,40.827,8.6,EQ_000113,0,1.0,real,9.45,2025-04-26 08:09:45,2025,,,,,,,,,6,"(3.0, 4.0]"
2025-04-26 08:32:51,2.3,28.1447,40.8552,12.7,EQ_000114,0,1.0,real,8.25,2025-04-26 08:32:51,2025,,,,,,,,,6,
2025-04-26 10:00:52,2.9,28.4633,40.8435,6.2,EQ_000115,0,1.0,real,9.15,2025-04-26 10:00:52,2025,,,,,,,,,6,
2025-04-26 11:38:15,2.0,28.3248,40.8463,14.5,EQ_000116,0,1.0,real,7.8,2025-04-26 11:38:15,2025,,,,,,,,,6,
2025-04-26 12:32:44,3.4,28.465,40.853,6.6,EQ_000117,0,1.0,real,9.9,2025-04-26 12:32:44,2025,,,,,,,,,6,"(3.0, 4.0]"
2025-04-26 13:05:39,3.4,28.3898,40.8363,7.7,EQ_000118,0,1.0,real,9.9,2025-04-26 13:05:39,2025,,,,,,,,,6,"(3.0, 4.0]"
2025-04-26 14:25:12,2.2,28.2143,40.8487,9.0,EQ_000119,0,1.0,real,8.1,2025-04-26 14:25:12,2025,,,,,,,,,6,
2025-04-26 14:28:37,2.1,25.9003,40.3857,5.4,EQ_000120,0,1.0,real,7.95,2025-04-26 14:28:37,2025,,,,,,,,,6,
2025-04-26 17:56:00,2.3,28.699,40.8623,13.4,EQ_000121,0,1.0,real,8.25,2025-04-26 17:56:00,2025,,,,,,,,,6,
2025-04-26 17:58:44,2.5,28.3723,40.8348,9.8,EQ_000122,0,1.0,real,8.55,2025-04-26 17:58:44,2025,,,,,,,,,6,
2025-04-26 19:34:43,2.1,28.4197,40.8507,5.0,EQ_000123,0,1.0,real,7.95,2025-04-26 19:34:43,2025,,,,,,,,,6,
2025-04-26 19:45:47,2.2,28.4855,40.8463,5.3,EQ_000124,0,1.0,real,8.1,2025-04-26 19:45:47,2025,,,,,,,,,6,
2025-04-26 19:47:06,2.0,28.4852,40.8568,5.1,EQ_000125,0,1.0,real,7.8,2025-04-26 19:47:06,2025,,,,,,,,,6,
2025-04-26 20:19:25,2.7,28.193,40.826,15.6,EQ_000126,0,1.0,real,8.850000000000001,2025-04-26 20:19:25,2025,,,,,,,,,6,
2025-04-26 20:45:06,3.4,28.2013,40.8258,15.6,EQ_000127,0,1.0,real,9.9,2025-04-26 20:45:06,2025,,,,,,,,,6,"(3.0, 4.0]"
2025-04-26 21:08:27,2.1,28.3942,40.8645,20.6,EQ_000128,0,1.0,real,7.95,2025-04-26 21:08:27,2025,,,,,,,,,6,
2025-04-26 21:47:12,2.5,28.1665,40.8252,4.1,EQ_000129,0,1.0,real,8.55,2025-04-26 21:47:12,2025,,,,,,,,,6,
2025-04-26 23:16:19,2.4,28.2643,40.8458,15.8,EQ_000130,0,1.0,real,8.399999999999999,2025-04-26 23:16:19,2025,,,,,,,,,6,
2025-04-25 00:21:07,2.3,28.4152,40.833,12.8,EQ_000131,0,1.0,real,8.25,2025-04-25 00:21:07,2025,,,,,,,,,6,
2025-04-25 00:23:01,2.2,28.269,40.85,14.5,EQ_000132,0,1.0,real,8.1,2025-04-25 00:23:01,2025,,,,,,,,,6,
2025-04-25 00:36:00,2.2,28.4483,40.8672,5.0,EQ_000133,0,1.0,real,8.1,2025-04-25 00:36:00,2025,,,,,,,,,6,
2025-04-25 00:36:32,2.3,28.4743,40.8545,5.4,EQ_000134,0,1.0,real,8.25,2025-04-25 00:36:32,2025,,,,,,,,,6,
2025-04-25 00:39:07,2.1,28.3602,40.855,14.8,EQ_000135,0,1.0,real,7.95,2025-04-25 00:39:07,2025,,,,,,,,,6,
2025-04-25 02:55:54,3.0,28.4087,40.862,19.6,EQ_000136,0,1.0,real,9.3,2025-04-25 02:55:54,2025,,,,,,,,,6,
2025-04-25 02:58:34,3.2,28.3175,40.8477,22.5,EQ_000137,0,1.0,real,9.6,2025-04-25 02:58:34,2025,,,,,,,,,6,"(3.0, 4.0]"
2025-04-25 03:04:30,2.5,28.4428,40.8342,10.7,EQ_000138,0,1.0,real,8.55,2025-04-25 03:04:30,2025,,,,,,,,,6,
2025-04-25 03:05:34,2.2,28.48,40.8583,19.0,EQ_000139,0,1.0,real,8.1,2025-04-25 03:05:34,2025,,,,,,,,,6,
2025-04-25 04:00:15,2.8,28.2935,40.8418,7.0,EQ_000140,0,1.0,real,9.0,2025-04-25 04:00:15,2025,,,,,,,,,6,
2025-04-25 04:22:16,2.6,28.385,40.8532,18.6,EQ_000141,0,1.0,real,8.7,2025-04-25 04:22:16,2025,,,,,,,,,6,
2025-04-25 04:50:15,2.3,28.4653,40.8488,5.0,EQ_000142,0,1.0,real,8.25,2025-04-25 04:50:15,2025,,,,,,,,,6,
2025-04-25 05:14:59,2.0,28.4703,40.8567,5.8,EQ_000143,0,1.0,real,7.8,2025-04-25 05:14:59,2025,,,,,,,,,6,
2025-04-25 05:31:41,2.3,28.4253,40.8603,6.1,EQ_000144,0,1.0,real,8.25,2025-04-25 05:31:41,2025,,,,,,,,,6,
2025-04-25 06:27:42,2.3,28.4765,40.854,5.2,EQ_000145,0,1.0,real,8.25,2025-04-25 06:27:42,2025,,,,,,,,,6,
2025-04-25 07:00:34,3.0,28.1687,40.8228,7.9,EQ_000146,0,1.0,real,9.3,2025-04-25 07:00:34,2025,,,,,,,,,6,
2025-04-25 08:39:59,3.8,28.4657,40.8487,19.1,EQ_000147,0,1.0,real,10.5,2025-04-25 08:39:59,2025,,,,,,,,,6,"(3.0, 4.0]"
2025-04-25 09:45:20,2.0,28.4673,40.847,20.4,EQ_000148,0,1.0,real,7.8,2025-04-25 09:45:20,2025,,,,,,,,,6,
2025-04-25 10:53:10,3.0,28.4685,40.8487,19.9,EQ_000149,0,1.0,real,9.3,2025-04-25 10:53:10,2025,,,,,,,,,6,
2025-04-25 11:26:12,2.5,28.3878,40.8435,16.9,EQ_000150,0,1.0,real,8.55,2025-04-25 11:26:12,2025,,,,,,,,,6,
2025-04-25 12:52:49,2.0,28.3613,40.8475,18.1,EQ_000151,0,1.0,real,7.8,2025-04-25 12:52:49,2025,,,,,,,,,6,
2025-04-25 13:19:28,2.5,28.3365,40.8528,21.6,EQ_000152,0,1.0,real,8.55,2025-04-25 13:19:28,2025,,,,,,,,,6,
2025-04-25 14:49:17,3.4,28.461,40.8653,19.8,EQ_000153,0,1.0,real,9.9,2025-04-25 14:49:17,2025,,,,,,,,,6,"(3.0, 4.0]"
2025-04-25 15:15:41,2.1,28.4727,40.8182,18.8,EQ_000154,0,1.0,real,7.95,2025-04-25 15:15:41,2025,,,,,,,,,6,
2025-04-25 16:31:58,2.0,28.332,40.8325,13.6,EQ_000155,0,1.0,real,7.8,2025-04-25 16:31:58,2025,,,,,,,,,6,
2025-04-25 17:20:11,2.2,28.4895,40.8548,5.3,EQ_000156,0,1.0,real,8.1,2025-04-25 17:20:11,2025,,,,,,,,,6,
2025-04-25 17:21:21,3.2,28.4305,40.8602,15.7,EQ_000157,0,1.0,real,9.6,2025-04-25 17:21:21,2025,,,,,,,,,6,"(3.0, 4.0]"
2025-04-25 17:22:11,2.8,28.4305,40.8382,13.8,EQ_000158,0,1.0,real,9.0,2025-04-25 17:22:11,2025,,,,,,,,,6,
2025-04-25 17:26:18,2.3,28.4778,40.807,11.9,EQ_000159,0,1.0,real,8.25,2025-04-25 17:26:18,2025,,,,,,,,,6,
2025-04-25 17:29:27,2.4,28.45,40.857,4.5,EQ_000160,0,1.0,real,8.399999999999999,2025-04-25 17:29:27,2025,,,,,,,,,6,
2025-04-25 17:34:46,2.0,28.4613,40.8708,5.0,EQ_000161,0,1.0,real,7.8,2025-04-25 17:34:46,2025,,,,,,,,,6,
2025-04-25 18:30:05,2.4,28.4233,40.8368,7.3,EQ_000162,0,1.0,real,8.399999999999999,2025-04-25 18:30:05,2025,,,,,,,,,6,
2025-04-25 18:32:03,3.6,28.7033,40.8553,6.7,EQ_000163,0,1.0,real,10.2,2025-04-25 18:32:03,2025,,,,,,,,,6,"(3.0, 4.0]"
2025-04-25 18:34:30,2.8,28.721,40.8578,10.9,EQ_000164,0,1.0,real,9.0,2025-04-25 18:34:30,2025,,,,,,,,,6,
2025-04-25 19:28:45,2.5,28.4445,40.8313,8.6,EQ_000165,0,1.0,real,8.55,2025-04-25 19:28:45,2025,,,,,,,,,6,
2025-04-25 20:21:46,3.7,28.4337,40.8317,7.0,EQ_000166,0,1.0,real,10.35,2025-04-25 20:21:46,2025,,,,,,,,,6,"(3.0, 4.0]"
2025-04-25 20:26:05,2.0,28.442,40.8623,17.8,EQ_000167,0,1.0,real,7.8,2025-04-25 20:26:05,2025,,,,,,,,,6,
2025-04-25 20:30:28,2.3,28.4427,40.8528,14.3,EQ_000168,0,1.0,real,8.25,2025-04-25 20:30:28,2025,,,,,,,,,6,
2025-04-25 20:33:16,4.6,28.424,40.8463,17.9,EQ_000169,0,1.0,real,11.7,2025-04-25 20:33:16,2025,,,,,,,,,6,"(4.0, 5.0]"
2025-04-25 20:38:08,2.3,28.4175,40.8558,7.2,EQ_000170,0,1.0,real,8.25,2025-04-25 20:38:08,2025,,,,,,,,,6,
2025-04-25 20:39:18,2.2,28.4467,40.8525,5.1,EQ_000171,0,1.0,real,8.1,2025-04-25 20:39:18,2025,,,,,,,,,6,
2025-04-25 20:46:53,2.4,28.4243,40.8488,13.4,EQ_000172,0,1.0,real,8.399999999999999,2025-04-25 20:46:53,2025,,,,,,,,,6,
2025-04-25 20:55:46,2.1,28.3538,40.8588,7.8,EQ_000173,0,1.0,real,7.95,2025-04-25 20:55:46,2025,,,,,,,,,6,
2025-04-25 20:59:15,2.0,28.405,40.8502,13.0,EQ_000174,0,1.0,real,7.8,2025-04-25 20:59:15,2025,,,,,,,,,6,
